rater_id,story_id,config,seed,structure,temperature,dimension,score,rank,favorite,most_creative,most_engaging,most_coherent,is_baseline
P019,nonlinear_T0.9_s2,nonlinear_T0.9,s2,nonlinear,0.9,Coherence,3.0,3,0,0,0,0,False
P019,nonlinear_T0.9_s2,nonlinear_T0.9,s2,nonlinear,0.9,Emotional Development,3.0,3,0,0,0,0,False
P019,nonlinear_T0.9_s2,nonlinear_T0.9,s2,nonlinear,0.9,Character Consistency,4.0,3,0,0,0,0,False
P019,nonlinear_T0.9_s2,nonlinear_T0.9,s2,nonlinear,0.9,Creativity_Originality,3.0,3,0,0,0,0,False
P019,nonlinear_T0.9_s2,nonlinear_T0.9,s2,nonlinear,0.9,Language Fluency,3.0,3,0,0,0,0,False
P019,nonlinear_T0.9_s2,nonlinear_T0.9,s2,nonlinear,0.9,Structural Completeness,4.0,3,0,0,0,0,False
P019,nonlinear_T0.9_s2,nonlinear_T0.9,s2,nonlinear,0.9,Overall Quality,4.0,3,0,0,0,0,False
P019,nonlinear_T0.9_s3,nonlinear_T0.9,s3,nonlinear,0.9,Coherence,5.0,1,1,1,0,1,False
P019,nonlinear_T0.9_s3,nonlinear_T0.9,s3,nonlinear,0.9,Emotional Development,5.0,1,1,1,0,1,False
P019,nonlinear_T0.9_s3,nonlinear_T0.9,s3,nonlinear,0.9,Character Consistency,3.0,1,1,1,0,1,False
P019,nonlinear_T0.9_s3,nonlinear_T0.9,s3,nonlinear,0.9,Creativity_Originality,3.0,1,1,1,0,1,False
P019,nonlinear_T0.9_s3,nonlinear_T0.9,s3,nonlinear,0.9,Language Fluency,4.0,1,1,1,0,1,False
P019,nonlinear_T0.9_s3,nonlinear_T0.9,s3,nonlinear,0.9,Structural Completeness,5.0,1,1,1,0,1,False
P019,nonlinear_T0.9_s3,nonlinear_T0.9,s3,nonlinear,0.9,Overall Quality,4.0,1,1,1,0,1,False
P020,baseline,baseline,,,,Coherence,3.0,4,0,0,0,0,True
P020,baseline,baseline,,,,Emotional Development,2.0,4,0,0,0,0,True
P020,baseline,baseline,,,,Character Consistency,3.0,4,0,0,0,0,True
P020,baseline,baseline,,,,Creativity_Originality,3.0,4,0,0,0,0,True
P020,baseline,baseline,,,,Language Fluency,3.0,4,0,0,0,0,True
P020,baseline,baseline,,,,Structural Completeness,4.0,4,0,0,0,0,True
P020,baseline,baseline,,,,Overall Quality,3.0,4,0,0,0,0,True
P020,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Coherence,3.0,1,0,0,0,0,False
P020,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Emotional Development,2.0,1,0,0,0,0,False
P020,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Character Consistency,3.0,1,0,0,0,0,False
P020,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Creativity_Originality,3.0,1,0,0,0,0,False
P020,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Language Fluency,3.0,1,0,0,0,0,False
P020,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Structural Completeness,3.0,1,0,0,0,0,False
P020,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Overall Quality,3.0,1,0,0,0,0,False
P020,nonlinear_T0.9_s2,nonlinear_T0.9,s2,nonlinear,0.9,Coherence,3.0,3,0,1,1,1,False
P020,nonlinear_T0.9_s2,nonlinear_T0.9,s2,nonlinear,0.9,Emotional Development,3.0,3,0,1,1,1,False
P020,nonlinear_T0.9_s2,nonlinear_T0.9,s2,nonlinear,0.9,Character Consistency,3.0,3,0,1,1,1,False
P020,nonlinear_T0.9_s2,nonlinear_T0.9,s2,nonlinear,0.9,Creativity_Originality,3.0,3,0,1,1,1,False
P020,nonlinear_T0.9_s2,nonlinear_T0.9,s2,nonlinear,0.9,Language Fluency,3.0,3,0,1,1,1,False
P020,nonlinear_T0.9_s2,nonlinear_T0.9,s2,nonlinear,0.9,Structural Completeness,3.0,3,0,1,1,1,False
P020,nonlinear_T0.9_s2,nonlinear_T0.9,s2,nonlinear,0.9,Overall Quality,3.0,3,0,1,1,1,False
P020,nonlinear_T0.9_s3,nonlinear_T0.9,s3,nonlinear,0.9,Coherence,4.0,2,1,0,0,0,False
P020,nonlinear_T0.9_s3,nonlinear_T0.9,s3,nonlinear,0.9,Emotional Development,4.0,2,1,0,0,0,False
P020,nonlinear_T0.9_s3,nonlinear_T0.9,s3,nonlinear,0.9,Character Consistency,3.0,2,1,0,0,0,False
P020,nonlinear_T0.9_s3,nonlinear_T0.9,s3,nonlinear,0.9,Creativity_Originality,3.0,2,1,0,0,0,False
P020,nonlinear_T0.9_s3,nonlinear_T0.9,s3,nonlinear,0.9,Language Fluency,3.0,2,1,0,0,0,False
P020,nonlinear_T0.9_s3,nonlinear_T0.9,s3,nonlinear,0.9,Structural Completeness,3.0,2,1,0,0,0,False
P020,nonlinear_T0.9_s3,nonlinear_T0.9,s3,nonlinear,0.9,Overall Quality,3.0,2,1,0,0,0,False
